time/fps,train/ent_coef_loss,rollout/success_rate,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,rollout/ep_len_mean,time/episodes,train/ent_coef,time/total_timesteps,time/time_elapsed
56,0.4069238305091858,0.22,-18.12691278,0.0003,222549,4.196567058563232,0.007218131795525551,150.0,1484,0.0028334343805909157,222650,400
56,-1.538179874420166,0.23,-18.10353699,0.0003,223149,3.811981678009033,0.006027377676218748,150.0,1488,0.0028763175942003727,223250,411
56,-0.6452781558036804,0.22,-18.978946509999997,0.0003,223749,4.005080699920654,0.0039301603101193905,150.0,1492,0.0028768181800842285,223850,422
56,-0.05433547496795654,0.23,-18.604087139999997,0.0003,224349,3.9756834506988525,0.0033790734596550465,150.0,1496,0.002774519845843315,224450,432
56,-0.9531114101409912,0.21,-18.923107029999997,0.0003,224949,3.9624006748199463,0.004970636684447527,150.0,1500,0.0027381046675145626,225050,443
56,-2.319459915161133,0.23,-18.5534752,0.0003,225549,3.7221834659576416,0.002129396889358759,150.0,1504,0.0027157501317560673,225650,454
56,0.7782171368598938,0.26,-18.018089540000002,0.0003,226149,3.985245943069458,0.0022822879254817963,150.0,1508,0.002683345228433609,226250,464
56,0.9352121353149414,0.25,-21.12992022,0.0003,226749,4.352802753448486,0.011999545618891716,150.0,1512,0.0027335244230926037,226850,475
56,2.511279344558716,0.26,-21.370242249999997,0.0003,227349,4.325810432434082,0.0038239778950810432,150.0,1516,0.0027926708571612835,227450,486
56,5.144232749938965,0.25,-21.197875319999994,0.0003,227949,4.737411022186279,0.006056053563952446,150.0,1520,0.0029073264449834824,228050,496
56,0.8287596702575684,0.26,-21.04717726,0.0003,228549,4.268498420715332,0.004860075656324625,150.0,1524,0.003033426823094487,228650,507
56,3.05899977684021,0.27,-20.93414481,0.0003,229149,4.6450066566467285,0.015301607549190521,150.0,1528,0.0030537215061485767,229250,518
56,0.4108491837978363,0.27,-20.845481010000004,0.0003,229749,4.153785705566406,0.004832770675420761,150.0,1532,0.0030210185796022415,229850,529
56,-2.7347512245178223,0.28,-20.70292678,0.0003,230349,3.909146785736084,0.004089068155735731,150.0,1536,0.0028905493672937155,230450,539
